Gene name	NCBI gene ID	UniProtKB Gene Name ID	UniProtKB Gene Name symbol
Asph	65973	A2AL81	Asph
Asph	65973	Q6P8S1	Asph
Asph	65973	Q9CR06	Asph
Asph	65973	Q3TU40	Asph
Asph	65973	Q8CBM2	Asph
Asph	65973	A2AL85	Asph
Asph	65973	A2AL74	Asph
Asph	65973	A2AL75	Asph
Asph	65973	A2AL77	Asph
Asph	65973	A2AL79	Asph
Asph	65973	A2AL83	Asph
Asph	65973	A2AL76	Asph
Asph	65973	A2AL78	Asph
Asph	65973	A2AL71	Asph
Gm26963			
Ptpn14	19250	Q62130	Ptpn14
Ptpn14	19250	A0A0R4J080	Ptpn14
Gm16192			
Gm15829			
Exph5	320051	Q0VAV2	Exph5
Gm50341			
Gm10591	100504239	P86792	Ccl21b
Gm10591	100504239	P86793	Ccl21c
Mtus1	102103	A0A0R4J1L9	Mtus1
Mtus1	102103	D3Z2Y9	Mtus1
Mtus1	102103	A0A0R4J147	Mtus1
Mtus1	102103	E9Q8N4	Mtus1
Mtus1	102103	A0A0R4J0N9	Mtus1
Mtus1	102103	D3Z2H5	Mtus1
Mtus1	102103	D3Z7B3	Mtus1
Gm11732			
Slc6a13	14412	P31649	Slc6a13
Slc6a13	14412	D3YWZ5	Slc6a13
Uchl3	50933	Q9JKB1	Uchl3
Col27a1	373864	Q5QNQ9	Col27a1
Col27a1	373864	V9GXJ7	Col27a1
Col27a1	373864	V9GXJ0	Col27a1
Gm6682			
Gm34418			
Fxyd1	56188	Q9Z239	Fxyd1
Fxyd1	56188	A0A0U1RPI1	Fxyd1
CT025683.1			
Neurl3	214854	Q8CJC5	Neurl3
Neurl3	214854	A0A087WP78	Neurl3
Gm11820			
Gm11733		Q8BQP1	Gm11733
Atg4b	66615	A0A0R4J065	Atg4b
Atg4b	66615	D3YZP6	Atg4b
Atg4b	66615	A0A087WNY2	Atg4b
Atg4b	66615	A0A087WRT0	Atg4b
Atg4b	66615	A0A087WNR6	Atg4b
Smcr8	237782	Q3UMB5	Smcr8
Gm16138			
Gm16137			
Gm10167			
Emc1	230866	Q8C7X2	Emc1
Emc1	230866	A0A1Y7VP81	Emc1
Emc1	230866	Z4YJW0	Emc1
Gm21427	108168583		
Mtus2	77521	Q3UHD3	Mtus2
Mtus2	77521	D3YY58	Mtus2
Mtus2	77521	D3YUM9	Mtus2
Mtus2	77521	D3YZ69	Mtus2
Mtus2	77521	D3YZ59	Mtus2
Mtus2	77521	D6RI77	Mtus2
Grhl2	252973	Q8K5C0	Grhl2
Grhl2	252973	Q9DCN4	Grhl2
Grhl2	252973	F6TZV3	Grhl2
Gm19252			
Gm11819			
Gm37875			
Pus7l	78895	Q8CE46	Pus7l
Pus7l	78895	D3Z0X6	Pus7l
Rtn1	104001	Q8K0T0	Rtn1
Rtn1	104001	Q4FJL2	Rtn1
Rtn1	104001	Q7M6W1	Rtn1
Rtn1	104001	A3QM89	Rtn1
Gm40614			
Wiz	22404	G5E8J8	Wiz
Wiz	22404	E9Q5W4	Wiz
Wiz	22404	E9Q869	Wiz
Wiz	22404	F6ZBR8	Wiz
Wiz	22404	E9PZC6	Wiz
Wiz	22404	E9Q5R9	Wiz
Wiz	22404	E9Q1G2	Wiz
Wiz	22404	A0A494BAG6	Wiz
Gm6274			
Gm8820			
Gm37237			
Tsc2	22084	Q3TQ10	Tsc2
Tsc2	22084	Q3UHB2	Tsc2
Tsc2	22084	Q7TT21	Tsc2
Tsc2	22084	A0A2I3BRT5	Tsc2
Tsc2	22084	A0A2I3BPP1	Tsc2
Tsc2	22084	A0A2I3BPE9	Tsc2
Gm38350			
Gm20858			
Gm44446			
Gm11826			
Gm11825			
Cyp2r1	244209	Q6VVW9	Cyp2r1
Cyp2r1	244209	D6RCU9	Cyp2r1
Cyp2r1	244209	Q32MW1	Cyp2r1
Cyp2r1	244209	A0A1B0GRJ1	Cyp2r1
Cyp2r1	244209	F6RCB2	Cyp2r1
Cyp2r1	244209	D3YTX0	Cyp2r1
Sf3b6	66055	P59708	Sf3b6
Sf3b6	66055	A0A1W2P7L7	Sf3b6
Ankra2	68558	Q99PE2	Ankra2
Ankra2	68558	Q6NZJ1	Ankra2
Ankra2	68558	Q8C4M9	Ankra2
Ankra2	68558	Q6AXE4	Ankra2
Ankra2	68558	A0A286YDH7	Ankra2
Ankra2	68558	D3Z4I1	Ankra2
Arid5a	214855	Q3U108	Arid5a
Arid5a	214855	D3Z0W0	Arid5a
Arid5a	214855	D3Z085	Arid5a
Arid5a	214855	D3Z7U1	Arid5a
Arid5a	214855	J3KMU9	Arid5a
Gm11734			
Mtnr1b	244701	Q3SXF8	Mtnr1b
2900041M22Rik			
Hey2	15214	Q9QUS4	Hey2
Hey2	15214	Q0VGJ1	Hey2
Tnks1bp1	228140	P58871	Tnks1bp1
Tnks1bp1	228140	Z4YJL4	Tnks1bp1
1700102H20Rik			
Gm45457			
Gm16351			
Gm14102			
Gm31422			
Gm43435			
Gm14101			
Tmem167b	67495	Q80X45	Tmem167b
Tmem167b	67495	A2AGC3	Tmem167b
Ddx5	13207	S4R1I6	Ddx5
Ddx5	13207	Q8BTS0	Ddx5
Ddx5	13207	B1ARB9	Ddx5
Ddx5	13207	B1ARC0	Ddx5
Ddx5	13207	S4R1E3	Ddx5
Il25	140806	Q8VHH8	Il25
Gm45458			
Ptges	64292	Q9JM51	Ptges
Gm16411			
Hba-x	15126	P06467	Hbz
Hba-x	15126	Q78PA4	Hba-x
Hba-x	15126	A7M7S6	Hba-x
Gm14103			
Sorbs2	234214	B9EKP8	Sorbs2
Sorbs2	234214	B2RXQ9	Sorbs2
Sorbs2	234214	B7ZWM6	Sorbs2
Sorbs2	234214	A0A1B0GRL6	Sorbs2
Sorbs2	234214	D3Z0N2	Sorbs2
Sorbs2	234214	D3YUT0	Sorbs2
Sorbs2	234214	A0A1B0GRC3	Sorbs2
Sorbs2	234214	D3Z2C7	Sorbs2
Sorbs2	234214	D3Z080	Sorbs2
Sorbs2	234214	D3YTN2	Sorbs2
Sorbs2	234214	A0A0R4J1X5	Sorbs2
Sorbs2	234214	D3Z4W6	Sorbs2
Sorbs2	234214	A0A0R4J1W0	Sorbs2
Sorbs2	234214	D3Z0E9	Sorbs2
Sorbs2	234214	Z4YJR7	Sorbs2
Sorbs2	234214	A0A0R4J1T1	Sorbs2
Sorbs2	234214	D3YY43	Sorbs2
Sorbs2	234214	D3Z203	Sorbs2
Sorbs2	234214	A0A1B0GSU3	Sorbs2
Gm37772			
Olfr1480	404339	Q7TQQ6	Olfr1480
Olfr1480	404339	A0A140LIR8	Olfr1480
Gm38301			
Snrnp40	66585	Q6PE01	Snrnp40
Slc35a2	22232	Q9R0M8	Slc35a2
Slc35a2	22232	Q3UIP1	Slc35a2
Slc35a2	22232	A2AER4	Slc35a2
Slc35a2	22232	A0A140LI17	Slc35a2
Slc35a2	22232	A2AER3	Slc35a2
Slc35a2	22232	A0A140LIG2	Slc35a2
Slc35a2	22232	A0A140LIP5	Slc35a2
Slc35a2	22232	A0A140LHN4	Slc35a2
Slc35a2	22232	A0A140LJE6	Slc35a2
Tmem163	72160	Q8C996	Tmem163
Zfp809	235047	G3X9G7	Zfp809
Zfp809	235047	A0A1L1STH2	Zfp809
Zfp809	235047	A0A1L1SU14	Zfp809
Tm9sf1	74140	Q9DBU0	Tm9sf1
Tm9sf1	74140	D3Z6X7	Tm9sf1
Tm9sf1	74140	D3Z279	Tm9sf1
Tm9sf1	74140	D3YYW1	Tm9sf1
Tm9sf1	74140	D3YWH4	Tm9sf1
Tm9sf1	74140	D6RGM8	Tm9sf1
Olfr440-ps1			
Hba-a1	15122	Q91VB8	Hba-a1
Olfr439-ps1			
Gm16136			
Tpp1	12751	O89023	Tpp1
Tpp1	12751	A0A1B0GRZ6	Tpp1
Gm48478			
Mup-ps29			
Ccdc163	68394	I6L983	Ccdc163
Ccdc163	68394	A2AGD7	Ccdc163
Ccdc163	68394	A8Y5M7	Ccdc163
Ccdc163	68394	A8Y5M6	Ccdc163
Ccdc163	68394	A8Y5M9	Ccdc163
Ccdc163	68394	A2AGD6	Ccdc163
Ccdc163	68394	A2AGD5	Ccdc163
Ccdc163	68394	A8Y5M8	Ccdc163
Mup-ps28			
Gm13400			
Vmn1r19	171200	Q8R2C7	Vmn1r19
Taf13	99730	P61216	Taf13
Fbxo8	50753	Q9QZN3	Fbxo8
Fbxo8	50753	Q921R9	Fbxo8
Gm12090			
Pgm5	226041	Q8BZF8	Pgm5
Rps27a	78294	P62983	Rps27a
Rps27a	78294	Q642L7	Rps27a
Gm10518			
Gm12568			
Gpx3	14778	P46412	Gpx3
Fndc9	320116	Q8BJN4	Fndc9
Ahctf1	226747	Q8CJF7	Ahctf1
Ahctf1	226747	F6QTR3	Ahctf1
Ahctf1	226747	F6SJR1	Ahctf1
Ahctf1	226747	F6XUM6	Ahctf1
Gm48862			
Hbq1b	544763	Q3U0A6	Hbq1b
Gm12691			
Gm12692			
Gm30676			
Zmat2	66492	Q9CPW7	Zmat2
Cyfip2	76884	Q5SQX6	Cyfip2
Gm45114			
Tmem252	226040	Q8C353	Tmem252
Bcam	57278	Q9R069	Bcam
Bcam	57278	D6RE44	Bcam
Bcam	57278	D3YTK7	Bcam
5330409N07Rik			
Kcnk10	72258	Q8BUW1	Kcnk10
Kcnk10	72258	F6YU65	Kcnk10
Kcnk10	72258	A0A1Y7VJZ9	Kcnk10
Gm17800			
Mfge8	17304	P21956	Mfge8
Mfge8	17304	A0A0U1RNV7	Mfge8
Gm50342			
Rpl31-ps15			
Gm6905			
Gm8451			
Gm19253			
Gm42921			
Mgat5	107895	Q8R4G6	Mgat5
Mgat5	107895	Q059T5	Mgat5
Gm42752			
Gm42753			
Clhc1	73324	Q5M6W3	Clhc1
Clhc1	73324	B7ZMV8	Clhc1
Gm2767			
Gm42751			
Gm14094			
Gm20755			
Hsp90aa1	15519	P07901	Hsp90aa1
Hsp90aa1	15519	Q80Y52	Hsp90aa1
Hsp90aa1	15519	A2A6A2	Hsp90aa1
Hsp90aa1	15519	B7ZC50	Hsp90aa1
Hsp90aa1	15519	B7ZC49	Hsp90aa1
Gm7799			
Nox3	224480	Q672J9	Nox3
Tnrc6a	233833	Q3UHK8	Tnrc6a
Tnrc6a	233833	A0A0U1RPF5	Tnrc6a
Tnrc6a	233833	A0A0U1RPB4	Tnrc6a
Tnrc6a	233833	A0A0U1RQ94	Tnrc6a
Gm6880	628456	A3KG45	Gm6880
Gm47433			
Vmn1r20	434017	K7N778	Vmn1r20
Popdc3	78977	Q9ES81	Popdc3
Popdc3	78977	E0CZB6	Popdc3
Popdc3	78977	H3BKF9	Popdc3
Gm6881			
Vmn1r-ps11			
Gm15361			
Gm37399			
Gm4740			
Fnta	14272	Q61239	Fnta
Fnta	14272	Q541Z2	Fnta
Lsr	54135	Q99KG5	Lsr
Lsr	54135	D3YYU9	Lsr
Gm15934			
Gm19244			
Fzd6	14368	Q61089	Fzd6
Fzd6	14368	Q542J1	Fzd6
Fzd6	14368	A0A2I3BR53	Fzd6
Fzd6	14368	A0A2I3BQF8	Fzd6
Herc6	67138	F2Z461	Herc6
Herc6	67138	A0A0N4SWG1	Herc6
Gm43821			
Rpl21-ps10			
Toe1	68276	Q9D2E2	Toe1
Toe1	68276	F6ZMT3	Toe1
Gm40893			
Afp	11576	P02772	Afp
Afp	11576	A0A0J9YU60	Afp
Gm37510			
Gm48690			
Vps4a	116733	Q8VEJ9	Vps4a
Gm18010			
Igf2bp3	140488	Q9CPN8	Igf2bp3
Gm37979			
Armc1	74252	Q9D7A8	Armc1
Gm10578			
Rad51ap2	209550	G3UW63	Rad51ap2
Gm26600			
Pisd-ps2			
Gm43553			
Serpina3f	238393	Q80X76	Serpina3f
Hba-a2	110257	Q91VB8	Hba-a1
Vmn2r-ps119		A0A3Q4L333	Vmn2r-ps119
Gm26704			
Hyal4	77042	Q05A56	Hyal4
Hyal4	77042	L0MX76	Hyal4
Ypel5	383295	P62700	Ypel5
Ypel5	383295	A0A3B2W458	Ypel5
Gm45011			
AU019990			
Gm18672			
Eid2	386655	Q6X7S9	Eid2
Rpl23a-ps4			
Hbq1a	216635	Q8BYM1	Hbq1a
Kif28	383592	A0A1Y7VJQ1	Kif28
Kif28	383592	R4GML7	Kif28
Kif28	383592	A0A1Y7VM29	Kif28
Kif28	383592	A0A1D5RLA6	Kif28
Ppm1k	243382	Q8BXN7	Ppm1k
Ppm1k	243382	B9EHW0	Ppm1k
Gm14099			
Stfa1	20861	P35175	Stfa1
Stfa1	20861	A0A384DV91	Stfa1
Snrpd2	107686	P62317	Snrpd2
Snrpd2	107686	Q14AF6	Snrpd2
Eid2b	434156	E9Q2Y0	Eid2b
Gm7333			
Olfr161	258859	Q8VGB9	Olfr161
Gm12463			
Gm28891		J3QP42	Gm28891
Gm28891		A0A087WRF5	Gm20792
Cox18	231430	Q8VC74	Cox18
Cox18	231430	G5E8U6	Cox18
Cox18	231430	D6RHB9	Cox18
Gm5422			
Pdf	68023	S4R2K0	Pdf
Selenok-ps6			
Nod1	107607	Q8BHB0	Nod1
Nod1	107607	Q540J8	Nod1
Nod1	107607	A0A0N4SV93	Nod1
Nod1	107607	A0A0N4SVI7	Nod1
Sh3pxd2b	268396	A2AAY5	Sh3pxd2b
Adat1	30947	Q9JHI2	Adat1
Adat1	30947	D3Z6J6	Adat1
Gm7890			
Gm45193			
Gm45846			
Malsu1	75593	Q9CWV0	Malsu1
Malsu1	75593	D3Z186	Malsu1
Gm45847			
Gm47807			
Gm47808			
Cog8	97484	Q9JJA2	Cog8
Gm43449			
4930533I22Rik			
Vmn2r51	100042921	L7N215	Vmn2r51
Vmn2r51	100042921	A0A3B2W4H2	Vmn2r51
Tpm2	22004	P58774	Tpm2
Tpm2	22004	Q6PJ18	Tpm2
Tpm2	22004	A2AIM4	Tpm2
Tpm2	22004	A2AIM5	Tpm2
Gm6756			
Gm47978			
Gm15362			
Gm47990			
Gm43925			
Gm15364			
Gm47991			
Gm49753			
Lbh	77889	Q9CX60	Lbh
Wnt9b	22412	O35468	Wnt9b
Wnt9b	22412	Q2TBA6	Wnt9b
Gm8918			
Csdc2	105859	Q91YQ3	Csdc2
Csdc2	105859	A0A2R8VK06	Csdc2
Csdc2	105859	A0A2R8VHB0	Csdc2
Csdc2	105859	D3YTN0	Csdc2
Tor1b	30934	Q9ER41	Tor1b
Tor1b	30934	F6VK94	Tor1b
Tor1b	30934	D6REF0	Tor1b
Serpina3g	20715	F2Z405	Serpina3g
Serpina3g	20715	E9Q499	Serpina3g
R3hdm2	71750	Q80TM6	R3hdm2
R3hdm2	71750	Q148X5	R3hdm2
R3hdm2	71750	F6QRV2	R3hdm2
R3hdm2	71750	E9Q013	R3hdm2
R3hdm2	71750	F6Z9T5	R3hdm2
R3hdm2	71750	E9Q9D6	R3hdm2
R3hdm2	71750	F6TDX7	R3hdm2
R3hdm2	71750	E9PX98	R3hdm2
R3hdm2	71750	E9Q0F6	R3hdm2
R3hdm2	71750	E9PZ57	R3hdm2
R3hdm2	71750	E9Q995	R3hdm2
5430434I15Rik			
Gm49752			
Gm2965			
Gm42920			
Gm15893			
Vmn2r-ps120			
3830422I06Rik			
Spam1	20690	P48794	Spam1
Ino80	68142	Q6ZPV2	Ino80
Ino80	68142	Z4YL66	Ino80
Spink13	100038417	Q3UTS8	Spink13
Gm11510			
Gm7815			
Gm36823			
Msi2	76626	Q920Q6	Msi2
Msi2	76626	Q3TE41	Msi2
Msi2	76626	Q2M2Q8	Msi2
Msi2	76626	B1AT13	Msi2
Msi2	76626	B1AT10	Msi2
Gm30420			
Gm9311			
Mup9	100038948	P02762	Mup6
Mup9	100038948	A2BIN0	Mup9
Mup9	100038948	A2CGB6	Mup6
Mup9	100038948	A9C496	Mup9
Gm5380			
Lclat1	225010	Q3UN02	Lclat1
Lclat1	225010	B0V2Q7	Lclat1
Lclat1	225010	A0A3B2WDB3	Lclat1
Lclat1	225010	B0V2Q8	Lclat1
Lclat1	225010	B0V2Q9	Lclat1
Serpina3h			
Gm28691			
Gm16200			
Gjd3	353155	Q91YD1	Gjd3
B4galnt1	14421	Q09200	B4galnt1
B4galnt1	14421	A0A1W2P6F0	B4galnt1
B4galnt1	14421	Q3UN35	B4galnt1
Gm4803			
Gm16209			
Gm47821			
Tesk2	230661	Q8VCT9	Tesk2
Tesk2	230661	A2AGD9	Tesk2
Tesk2	230661	A2AGE0	Tesk2
Fshr	14309	P35378	Fshr
Fshr	14309	B2RQM3	Fshr
Capsl	75568	Q6P8Y1	Capsl
Capsl	75568	A0A2I3BPX5	Capsl
Spink10	328971	Q8CAC8	Spink10
Spink10	328971	E0CXG7	Spink10
Spink10	328971	A0A494BBD9	Spink10
Spink10	328971	E9Q5I2	Gm17732
Spink10	328971	A0A494B9W6	Spink10
Spink10	328971	E0CXN2	Spink10
C1ra	50909	Q8CG16	C1ra
Gm37798			
Osbpl2	228983	Q8BX94	Osbpl2
Gm37318			
4933400B14Rik			
Gm31572			
Gm4719			
Gm11935			
Ppp1r3a	140491	Q99MR9	Ppp1r3a
Rock1	19877	P70335	Rock1
Rock1	19877	A0A3Q4L2X0	Rock1
Rock1	19877	A0A3Q4EGR2	Rock1
Rngtt	24018	O55236	Rngtt
Rngtt	24018	Q9DCC1	Rngtt
Rngtt	24018	Q3UA94	Rngtt
Gm50061			
Gm15378			
Gm10184		P52293	Kpna2
Gm10184		Q52L97	Kpna2
Gm41653			
Gm47822			
Gm14098			
Gm12944			
Gm7129			
Gm6867			
Gm30849			
Zmym1	68310	Q3TJB1	Zmym1
Zmym1	68310	A2A7T8	Zmym1
Zmym1	68310	A2A7U0	Zmym1
Gm47833			
Gm2497			
Gm9434			
Gm29605			
Ankrd22	52024	Q9D3J5	Ankrd22
Gm21890			
Gm28692			
Gm4989			
Cyp2g1	13108	Q9WV19	Cyp2g1
Gm29604			
Olfr1326-ps1		A0A140T8J7	Olfr1326-ps1
Gm28703			
Gm21443	108168585		
Gm37665			
Gm20561			
Gm34237			
Rab26os			
Tubb2a-ps2			
Gm29408			
Lgals4	16855	Q8K419	Lgals4
Lgals4	16855	Q3UL35	Lgals4
Lgals4	16855	A0A087WSD9	Lgals4
Lgals4	16855	A0A140LHI8	Lgals4
AC162301.1			
Epn1	13854	Q80VP1	Epn1
Epn1	13854	D3Z550	Epn1
Epn1	13854	D3Z4V3	Epn1
Gm5620			
Gm20794	100039032		
Ubtd2	327900	Q6PGH0	Ubtd2
Gm36960			
Gm29602			
Cstdc3			
Nyx	236690	P83503	Nyx
Gm37812			
Lipm	78753	Q8K2A6	Lipm
Gm27198			
Slc26a10	216441	A0A1Y7VKB5	Slc26a10
Slc26a10	216441	F8WGV3	Slc26a10
Gm18378			
Gm37457			
Spats2l	67198	E9Q8P1	Spats2l
Spats2l	67198	E9Q7S4	Spats2l
Spats2l	67198	E9Q106	Spats2l
Spats2l	67198	E9Q1C3	Spats2l
Spats2l	67198	E9Q5S6	Spats2l
Spats2l	67198	E9PVQ3	Spats2l
Spats2l	67198	E9PZE9	Spats2l
Gm10165			
Gm37040			
Gm49647			
Gm48030			
Gm48031			
Cstdc6	100038854	L7N257	Cstdc6
Gm28652			
Gm4294			
Gm46349			
A730094K22Rik			
Slc25a43	194744	A2A3V2	Slc25a43
Prkcsh	19089	O08795	Prkcsh
Prkcsh	19089	Q3U518	Prkcsh
Prkcsh	19089	A0A1L1ST83	Prkcsh
Mup-ps4			
Wap	22373	Q7M748	Wap
Ankrd50	99696	A6H6J9	Ankrd50
Ankrd50	99696	F7BE84	Ankrd50
Ankrd50	99696	D3Z643	Ankrd50
Selenov	280621	Q5FWB9	Selenov
Cstdc5	100034684	Q497J0	Cstdc5
Cstdc5	100034684	D6REU3	Cstdc5
Olfr1481-ps1			
Olfr1482-ps1			
Caskin1	268932	Q6P9K8	Caskin1
Olfr1483-ps1			
Eya3	14050	P97480	Eya3
Eya3	14050	Q6P4T3	Eya3
Eya3	14050	A2A953	Eya3
Krba1	77827	Q6NXZ1	Krba1
Krba1	77827	A0A0N4SVV3	Krba1
Krba1	77827	A0A140T8R3	Krba1
Olfr237-ps1	258648	K9J725	Olfr237-ps1
Gm37477			
Gm48032			
E330032C10Rik			
Gm18075			
Zic1	22771	P46684	Zic1
Gm48033			
Gm15845			
1700025N23Rik			
Gm49269			
Gm42962			
Gm9922			
Gm7260			
Cdh6	12563	P97326	Cdh6
Coa5	76178	Q99M07	Coa5
Gm18327			
4933402E13Rik	74437	Q9D4D2	4933402E13Rik
Hipk2	15258	Q9QZR5	Hipk2
Hipk2	15258	Q5D0E9	Hipk2
Hipk2	15258	A0A0R4J204	Hipk2
Hipk2	15258	A0A0R4J202	Hipk2
Pdlim4	30794	P70271	Pdlim4
Pdlim4	30794	A8Y5C3	Pdlim4
Pdlim4	30794	Q5SWV3	Pdlim4
Gm28690			
Poglut3	68304	G5E897	Poglut3
Poglut3	68304	A0A1L1SRB2	Poglut3
Mup-ps26			
Eif3k	73830	Q9DBZ5	Eif3k
Eif3k	73830	Q3TY56	Eif3k
Eif3k	73830	A0A140LJ59	Eif3k
Wnt3	22415	P17553	Wnt3
Wnt3	22415	A2A649	Wnt3
Spink7	408198	Q6IE32	Spink7
Slc7a1	11987	Q09143	Slc7a1
Slc7a1	11987	Q3UGD6	Slc7a1
Slc7a1	11987	E9Q3N1	Slc7a1
Slc7a1	11987	D3Z161	Slc7a1
Slc7a1	11987	A0A0J9YU45	Slc7a1
Bves	23828	Q9ES83	Bves
Vmn2r52	384534	A0A3B2WCG3	Vmn2r52
Vmn2r52	384534	L7N2B2	Vmn2r52
Gm12940			
Gm14679			
Ncam1	17967	E9QB01	Ncam1
Ncam1	17967	A0A0A6YY47	Ncam1
Ncam1	17967	A0A0A6YWU2	Ncam1
Ncam1	17967	E9Q589	Ncam1
Gm11763			
Gm19159			
Gm12088			
4931400O07Rik		Q9D4M5	4931400O07Rik
Rin2	74030	Q9D684	Rin2
Rin2	74030	E0CYG9	Rin2
Rin2	74030	F8WGD2	Rin2
Rin2	74030	E0CZD2	Rin2
Gm36368		A0A494BBC5	Gm36368
Gm36368		A0A1D5RLK8	Gm36368
Gm18641			
Gm14506			
Tslrn1			
Gm28611			
Gm21560	105245675	D3Z7A4	Gm21560
Gm21560	105245675	J3QNJ1	Gm21560
Gm28689			
Stfa2	20862		
Zic4	22774	Q61467	Zic4
Zic4	22774	G3UYE7	Zic4
Zic4	22774	G3UY76	Zic4
Zic4	22774	G3UZ66	Zic4
Zic4	22774	G3UXS7	Zic4
A430048G15Rik			
Cdc42ep2	104252	Q8JZX9	Cdc42ep2
Gm10053		P62897	Cycs
Gm10053		Q56A15	Cycs
Gm12941			
Gipr	381853	Q0P543	Gipr
Gipr	381853	A0A0U1RP73	Gipr
Gm3208			
Gm26991			
Sfpq	71514	Q8VIJ6	Sfpq
Gm3275			
Gm6337	622640	K7N745	Gm6337
Gm6337	622640	K7N6X9	Gm6337
Gm6337	622640	J3QMG0	Gm6337
Gm21941			
Gm37422			
Gm16234			
Slc2a6	227659	Q3UDF0	Slc2a6
Slc2a6	227659	A2AR26	Slc2a6
Slc2a6	227659	A2AR27	Slc2a6
Gm21114			
Gm38245			
Gm48035			
Smyd2	226830	Q8R5A0	Smyd2
Gm48037			
Vmn1r-ps53			
Gm17806			
Ddx46	212880	Q569Z5	Ddx46
Ddx46	212880	F8WHR6	Ddx46
Gm3411	100042149	Q8C7R2	Gm3411
Gm3411	100861615	Q8C7R2	Gm3411
Cldn10	58187	Q9Z0S6	Cldn10
Ccdc28a	215814	Q3UFK1	Ccdc28a
Ccdc28a	215814	Q8CEI3	Ccdc28a
Ccdc28a	215814	G3UZ16	Ccdc28a
Ccdc28a	215814	G3UX80	Ccdc28a
Stip1	20867	Q60864	Stip1
Vta1	66201	Q9CR26	Vta1
Vta1	66201	F6RYM7	Vta1
Vta1	66201	F8WJC2	Vta1
Hnrnpab	15384	Q99020	Hnrnpab
Hnrnpab	15384	Q80XR6	Hnrnpab
Hnrnpab	15384	Q544Z3	Hnrnpab
Hnrnpab	15384	Q20BD0	Hnrnpab
Gm17045			
Gm21772			
Gm16193			
Gm3468		E9QAJ8	Gm3468
Gm43927			
Gm30524			
Gm8206		A6NAS8	Gm8206
Gm8206		E9Q5Q3	Gm8206
Gm8206		L7N295	Gm8206
Gm7384			
Olfr1325	258393	Q7TQW1	Olfr1325
Olfr1325	258393	Q8VF43	Olfr1325
Nkain1	67149	Q9D035	Nkain1
Nkain1	67149	M0QWW7	Nkain1
Gm16044			
Inpp5f	101490	Q8CDA1	Inpp5f
Inpp5f	101490	B2RQ14	Inpp5f
Inpp5f	101490	A0A0J9YU13	Inpp5f
Gm3476	100041702	Q5BKP9	Gm3476
Gm3476	100041702	K7N6V0	Gm3476
Gm3476	100041702	K7N6M5	Gm3476
Fam220-ps			
Gm28523			
Gm10400			
Smim9	434800	Q3V0X1	Smim9
A230083N12Rik			
Pde3a	54611	Q9Z0X4	Pde3a
Pde3a	54611	B2RR84	Pde3a
Kdm4c	76804	Q8VCD7	Kdm4c
Kdm4c	76804	I7HLQ5	Kdm4c
Kdm4c	76804	A2BEG5	Kdm4c
Gm8503			
Tafa4	320701	Q7TPG5	Tafa4
Ipo4	75751	Q8VI75	Ipo4
Ipo4	75751	Q5U4C5	Ipo4
Ipo4	75751	D6RES6	Ipo4
Ipo4	75751	A0A2I3BQQ0	Ipo4
Ipo4	75751	A0A2I3BRV3	Ipo4
Wdr47	99512	Q8CGF6	Wdr47
Wdr47	99512	A0A0G2JFW8	Wdr47
8030451A03Rik			
Mtfr1	67472	Q99MB2	Mtfr1
Mtfr1	67472	Q3TTQ5	Mtfr1
Mtfr1	67472	D3YZ89	Mtfr1
Mtfr1	67472	F8WI92	Mtfr1
Mtfr1	67472	D6RFQ6	Mtfr1
Mtfr1	67472	D3Z5W5	Mtfr1
Arc	11838	Q9WV31	Arc
Ramp3	56089	Q9WUP1	Ramp3
Gm29478			
Gm45283			
Gm37987			
Gm31409			
Tnc	21923	Q80YX1	Tnc
Tnc	21923	Q80YX0	Tnc
Vmn1r72	252905	Q8K3N7	Vmn1r72
Gpx4	625249	O70325	Gpx4
Gpx4	625249	Q76LV0	Gpx4
Hamp2	66438	Q80T19	Hamp2
Hamp2	66438	Q5M9M1	Hamp2
Hamp2	66438	F6VHS4	Hamp2
Mia2	338320	H3BL86	Mia2
Mia2	338320	H3BJ71	Mia2
Mia2	338320	H3BKL6	Mia2
Mia2	338320	H3BL19	Mia2
Mia2	338320	H3BKH2	Mia2
Mia2	338320	H3BJS0	Mia2
Mia2	338320	E9Q3S2	Mia2
Mia2	338320	H3BK44	Mia2
Mia2	338320	H3BJI6	Mia2
Mia2	338320	E9PY90	Mia2
Mia2	338320	A0A1W2P711	Mia2
Mia2	338320	H3BK48	Mia2
Mia2	338320	H3BJY7	Mia2
Mia2	338320	H3BJ84	Mia2
Plscr5	100504689	J3QM92	Plscr5
Gm40773			
4930579J19Rik			
Gm32552			
Gm18850			
Gm10827			
Phykpl	72947	Q8R1K4	Phykpl
Phykpl	72947	F8WHK6	Phykpl
Gm43958			
Gm48229			
Gm47994			
Gm48539			
Gm31834			
Gm11978			
Bmp6	12161	P20722	Bmp6
Bmp6	12161	A0A286YCE8	Bmp6
Plscr1	22038	Q9JJ00	Plscr1
Jak3	16453	A0A0R4J0R7	Jak3
Gm4673			
Dmc1	13404	Q61880	Dmc1
Dmc1	13404	Q14AN8	Dmc1
Dmc1	13404	Q8C610	Dmc1
Dmc1	13404	A0A2R8VHC3	Dmc1
Arrdc1	215705	Q99KN1	Arrdc1
Arrdc1	215705	A2AIS9	Arrdc1
Arrdc1	215705	F7ANZ2	Arrdc1
